@relation temp_weka

@attribute h numeric
@attribute h_y numeric
@attribute num_pub numeric
@attribute num_cit numeric
@attribute mean_cit_paper numeric
@attribute h_num_papers numeric
@attribute age numeric
@attribute gender {F,M}
@attribute Abilitato {No,Si}

@data
11,1.222222,15,192,12.8,0.733333,9,M,No
3,0.333333,5,29,5.8,0.6,9,F,No
6,0.666667,35,436,12.457143,0.171429,9,M,No
4,0.444444,5,90,18,0.8,9,F,No
6,?,28,62,2.214286,0.214286,?,F,No
11,0.647059,37,804,21.72973,0.297297,17,F,No
11,0.647059,37,687,18.567568,0.297297,17,M,No
8,0.470588,27,636,23.555556,0.296296,17,M,No
19,1.1875,27,495,18.333333,0.703704,16,F,No
8,1.333333,18,168,9.333333,0.444444,6,M,No
2,0.285714,10,81,8.1,0.2,7,M,No
5,0.714286,18,169,9.388889,0.277778,7,M,No
5,0.714286,7,37,5.285714,0.714286,7,M,No
6,?,40,6,0.15,0.15,?,F,No
7,?,24,127,5.291667,0.291667,?,M,No
5,?,20,5,0.25,0.25,?,F,No
1,?,4,21,5.25,0.25,?,F,No
5,0.416667,13,208,16,0.384615,12,F,No
13,2.6,13,36,2.769231,1,5,M,No
5,0.625,11,78,7.090909,0.454545,8,F,No
4,0.5,13,172,13.230769,0.307692,8,M,No
4,0.285714,32,546,17.0625,0.125,14,M,No
10,2,16,65,4.0625,0.625,5,F,No
12,2.4,17,164,9.647059,0.705882,5,F,No
16,3.2,17,49,2.882353,0.941176,5,M,No
4,0.25,79,1418,17.949367,0.050633,16,M,No
8,0.888889,20,269,13.45,0.4,9,M,No
9,1,51,394,7.72549,0.176471,9,F,No
10,0.909091,23,236,10.26087,0.434783,11,F,No
11,1,24,279,11.625,0.458333,11,M,No
13,?,25,113,4.52,0.52,?,F,No
9,?,39,87,2.230769,0.230769,?,F,No
12,?,15,72,4.8,0.8,?,M,No
3,?,12,63,5.25,0.25,?,F,No
9,0.818182,20,338,16.9,0.45,11,F,No
15,2.142857,17,152,8.941176,0.882353,7,M,No
6,0.352941,40,1219,30.475,0.15,17,M,No
2,?,25,52,2.08,0.08,?,M,No
3,?,36,111,3.083333,0.083333,?,F,No
14,14,24,1,0.041667,0.583333,1,M,No
11,11,28,1,0.035714,0.392857,1,M,No
11,11,17,1,0.058824,0.647059,1,M,No
13,2.166667,18,66,3.666667,0.722222,6,M,No
14,0.736842,39,856,21.948718,0.358974,19,F,No
9,1.285714,29,301,10.37931,0.310345,7,M,No
10,1.666667,20,126,6.3,0.5,6,F,No
10,1.666667,20,82,4.1,0.5,6,M,No
9,1.5,19,78,4.105263,0.473684,6,M,No
10,1.666667,20,142,7.1,0.5,6,M,No
10,1.666667,20,166,8.3,0.5,6,M,No
8,?,34,8,0.235294,0.235294,?,F,No
18,2.571429,23,135,5.869565,0.782609,7,M,No
6,0.285714,23,672,29.217391,0.26087,21,M,No
15,3,44,277,6.295455,0.340909,5,M,No
10,2,11,40,3.636364,0.909091,5,M,No
14,2,36,372,10.333333,0.388889,7,M,No
5,0.714286,9,68,7.555556,0.555556,7,M,No
17,2.125,31,263,8.483871,0.548387,8,M,No
13,1.444444,30,345,11.5,0.433333,9,M,No
13,1.444444,30,349,11.633333,0.433333,9,F,No
13,1.444444,30,392,13.066667,0.433333,9,M,No
6,0.75,39,290,7.435897,0.153846,8,F,No
9,1.125,19,224,11.789474,0.473684,8,F,No
8,0.888889,31,139,4.483871,0.258065,9,M,No
13,2.6,44,277,6.295455,0.295455,5,M,No
16,1.6,37,476,12.864865,0.432432,10,M,No
12,?,44,144,3.272727,0.272727,?,F,No
11,1.571429,23,72,3.130435,0.478261,7,M,No
11,1.571429,23,108,4.695652,0.478261,7,F,No
16,1.777778,20,180,9,0.8,9,M,No
5,0.333333,19,382,20.105263,0.263158,15,F,No
10,0.909091,20,245,12.25,0.5,11,M,No
15,1.363636,20,303,15.15,0.75,11,M,No
5,0.208333,29,852,29.37931,0.172414,24,M,No
8,0.8,22,346,15.727273,0.363636,10,F,No
13,0.590909,15,379,25.266667,0.866667,22,M,No
3,0.136364,11,242,22,0.272727,22,M,No
1,?,14,57,4.071429,0.071429,?,M,No
10,0.357143,33,1114,33.757576,0.30303,28,M,No
4,?,25,54,2.16,0.16,?,M,No
16,2.285714,24,133,5.541667,0.666667,7,M,No
8,1.142857,12,63,5.25,0.666667,7,F,No
8,?,15,83,5.533333,0.533333,?,M,No
4,2,23,13,0.565217,0.173913,2,M,No
5,1.666667,23,49,2.130435,0.217391,3,M,No
14,?,19,14,0.736842,0.736842,?,F,No
7,0.5,31,729,23.516129,0.225806,14,F,No
12,2,19,104,5.473684,0.631579,6,M,No
10,0.3125,28,1351,48.25,0.357143,32,M,No
3,?,29,90,3.103448,0.103448,?,M,No
12,?,32,12,0.375,0.375,?,M,No
3,?,23,26,1.130435,0.130435,?,F,No
12,2.4,26,207,7.961538,0.461538,5,M,No
11,0.297297,38,1795,47.236842,0.289474,37,M,No
6,0.6,20,170,8.5,0.3,10,F,No
8,0.8,35,419,11.971429,0.228571,10,M,No
8,1.6,37,212,5.72973,0.216216,5,F,No
1,?,34,69,2.029412,0.029412,?,F,No
13,?,45,193,4.288889,0.288889,?,F,No
7,?,28,7,0.25,0.25,?,M,No
26,2,41,400,9.756098,0.634146,13,F,No
9,3,22,54,2.454545,0.409091,3,M,No
8,2.666667,33,113,3.424242,0.242424,3,F,No
9,3,36,99,2.75,0.25,3,M,No
4,0.666667,41,170,4.146341,0.097561,6,M,No
6,1,41,238,5.804878,0.146341,6,M,No
5,0.714286,15,82,5.466667,0.333333,7,F,No
5,0.833333,12,108,9,0.416667,6,M,No
12,0.923077,25,289,11.56,0.48,13,F,No
9,4.5,22,57,2.590909,0.409091,2,F,No
8,4,22,2,0.090909,0.363636,2,M,No
5,0.555556,22,243,11.045455,0.227273,9,F,No
18,1.5,30,564,18.8,0.6,12,F,No
14,1.4,20,212,10.6,0.7,10,M,No
2,0.2,20,236,11.8,0.1,10,M,No
4,?,35,39,1.114286,0.114286,?,M,No
6,0.375,169,4103,24.278107,0.035503,16,M,No
6,0.375,169,2117,12.526627,0.035503,16,M,No
8,0.533333,24,475,19.791667,0.333333,15,M,No
14,0.933333,24,455,18.958333,0.583333,15,F,No
12,0.8,39,683,17.512821,0.307692,15,M,No
11,0.6875,25,576,23.04,0.44,16,F,No
13,0.8125,26,531,20.423077,0.5,16,M,No
12,1.714286,14,113,8.071429,0.857143,7,M,No
11,1.571429,14,93,6.642857,0.785714,7,F,No
2,0.666667,8,11,1.375,0.25,3,F,No
14,4.666667,30,63,2.1,0.466667,3,M,No
8,2.666667,8,21,2.625,1,3,M,No
13,?,26,13,0.5,0.5,?,M,No
6,0.666667,28,273,9.75,0.214286,9,M,No
6,0.666667,28,245,8.75,0.214286,9,M,No
6,0.666667,28,376,13.428571,0.214286,9,M,No
5,0.454545,12,167,13.916667,0.416667,11,M,No
9,0.818182,32,261,8.15625,0.28125,11,M,No
8,0.421053,46,1026,22.304348,0.173913,19,M,No
8,1,15,131,8.733333,0.533333,8,M,No
12,1.090909,29,448,15.448276,0.413793,11,M,No
15,?,50,65,1.3,0.3,?,F,No
1,?,37,1,0.027027,0.027027,?,M,No
5,?,7,33,4.714286,0.714286,?,M,No
28,4,49,420,8.571429,0.571429,7,M,No
9,0.9,26,345,13.269231,0.346154,10,F,No
11,1.222222,19,158,8.315789,0.578947,9,M,No
7,1,98,539,5.5,0.071429,7,M,No
11,0.916667,13,160,12.307692,0.846154,12,F,No
4,?,23,50,2.173913,0.173913,?,M,No
4,0.333333,34,459,13.5,0.117647,12,M,No
9,1.285714,25,96,3.84,0.36,7,M,No
11,1,27,445,16.481481,0.407407,11,M,No
6,0.545455,62,681,10.983871,0.096774,11,M,No
13,1.083333,35,615,17.571429,0.371429,12,F,No
7,0.583333,17,231,13.588235,0.411765,12,M,No
8,0.571429,22,370,16.818182,0.363636,14,M,No
8,0.571429,23,572,24.869565,0.347826,14,M,No
8,0.571429,23,477,20.73913,0.347826,14,F,No
6,0.375,58,882,15.206897,0.103448,16,M,No
6,0.375,58,1404,24.206897,0.103448,16,F,No
13,1.083333,34,536,15.764706,0.382353,12,F,No
7,1.4,10,53,5.3,0.7,5,M,No
6,1.2,10,49,4.9,0.6,5,M,No
12,6,38,97,2.552632,0.315789,2,F,No
5,0.5,6,97,16.166667,0.833333,10,M,No
15,7.5,37,94,2.540541,0.405405,2,M,No
14,?,24,110,4.583333,0.583333,?,M,No
1,?,4,1,0.25,0.25,?,M,No
13,0.928571,21,314,14.952381,0.619048,14,M,No
9,0.818182,17,162,9.529412,0.529412,11,F,No
6,0.545455,17,219,12.882353,0.352941,11,F,No
11,0.785714,11,133,12.090909,1,14,F,No
12,1.090909,52,795,15.288462,0.230769,11,M,No
16,1.230769,61,1026,16.819672,0.262295,13,M,No
16,1.230769,61,1078,17.672131,0.262295,13,M,No
16,1.230769,61,641,10.508197,0.262295,13,M,No
5,0.833333,19,116,6.105263,0.263158,6,M,No
5,0.833333,19,148,7.789474,0.263158,6,M,No
5,0.833333,19,205,10.789474,0.263158,6,M,No
5,0.714286,9,91,10.111111,0.555556,7,M,No
5,0.714286,9,66,7.333333,0.555556,7,M,No
5,0.714286,9,106,11.777778,0.555556,7,F,No
11,1.1,11,76,6.909091,1,10,M,No
6,?,28,34,1.214286,0.214286,?,M,No
8,1.333333,18,141,7.833333,0.444444,6,M,No
6,0.4,17,316,18.588235,0.352941,15,M,No
9,0.6,17,364,21.411765,0.529412,15,M,No
6,0.666667,22,356,16.181818,0.272727,9,M,No
7,0.7,31,279,9,0.225806,10,M,No
7,0.7,31,289,9.322581,0.225806,10,M,No
12,0.428571,60,1860,31,0.2,28,M,No
8,0.285714,60,2335,38.916667,0.133333,28,M,No
31,3.1,53,783,14.773585,0.584906,10,F,No
9,0.9,31,248,8,0.290323,10,M,No
7,0.5,27,484,17.925926,0.259259,14,M,No
8,?,39,164,4.205128,0.205128,?,M,No
13,1.3,24,204,8.5,0.541667,10,M,No
7,1.75,16,96,6,0.4375,4,F,No
13,3.25,42,235,5.595238,0.309524,4,M,No
16,4,20,94,4.7,0.8,4,M,No
7,0.875,34,195,5.735294,0.205882,8,M,No
6,0.6,27,482,17.851852,0.222222,10,M,No
19,3.166667,53,465,8.773585,0.358491,6,M,No
18,3,50,214,4.28,0.36,6,M,No
3,0.75,6,37,6.166667,0.5,4,M,No
12,1.333333,21,307,14.619048,0.571429,9,F,No
10,1,20,258,12.9,0.5,10,F,No
7,0.777778,8,105,13.125,0.875,9,M,No
6,2,10,39,3.9,0.6,3,M,No
17,2.125,35,196,5.6,0.485714,8,M,No
6,?,16,22,1.375,0.375,?,F,No
10,2,10,51,5.1,1,5,M,No
5,?,13,44,3.384615,0.384615,?,F,No
15,1.875,32,208,6.5,0.46875,8,M,No
5,0.625,11,39,3.545455,0.454545,8,M,No
8,1,11,123,11.181818,0.727273,8,M,No
7,0.4375,19,296,15.578947,0.368421,16,M,No
8,2,10,34,3.4,0.8,4,F,No
9,2.25,44,224,5.090909,0.204545,4,M,No
4,1,7,35,5,0.571429,4,F,No
9,0.9,25,255,10.2,0.36,10,F,No
12,0.75,42,942,22.428571,0.285714,16,F,No
3,?,15,63,4.2,0.2,?,M,No
13,1.444444,24,331,13.791667,0.541667,9,M,No
5,1.25,11,67,6.090909,0.454545,4,F,No
5,1.25,11,23,2.090909,0.454545,4,M,No
5,1.25,11,61,5.545455,0.454545,4,F,No
12,?,26,116,4.461538,0.461538,?,M,No
13,1.3,21,253,12.047619,0.619048,10,M,No
16,1.6,34,424,12.470588,0.470588,10,F,No
19,1.9,41,448,10.926829,0.463415,10,M,No
19,1.9,41,682,16.634146,0.463415,10,M,No
7,0.2,85,3770,44.352941,0.082353,35,F,No
7,0.583333,44,697,15.840909,0.159091,12,M,No
6,0.6,30,382,12.733333,0.2,10,F,No
5,0.217391,11,212,19.272727,0.454545,23,M,No
5,1.25,15,67,4.466667,0.333333,4,F,No
5,1.666667,16,56,3.5,0.3125,3,M,No
2,?,12,50,4.166667,0.166667,?,F,No
7,0.875,41,300,7.317073,0.170732,8,M,No
11,1.375,17,218,12.823529,0.647059,8,M,No
10,?,44,142,3.227273,0.227273,?,M,No
4,0.4,7,103,14.714286,0.571429,10,F,No
11,1.1,31,313,10.096774,0.354839,10,M,No
12,1.333333,18,267,14.833333,0.666667,9,F,No
10,0.909091,18,123,6.833333,0.555556,11,M,No
17,1.545455,31,267,8.612903,0.548387,11,F,No
17,1.7,20,212,10.6,0.85,10,M,No
11,1.1,17,290,17.058824,0.647059,10,F,No
7,0.7,13,177,13.615385,0.538462,10,M,No
12,1.2,17,208,12.235294,0.705882,10,F,No
6,0.461538,20,443,22.15,0.3,13,M,No
15,0.789474,25,529,21.16,0.6,19,M,No
15,0.789474,25,430,17.2,0.6,19,M,No
7,0.35,16,513,32.0625,0.4375,20,F,No
6,0.6,20,208,10.4,0.3,10,F,No
7,3.5,40,102,2.55,0.175,2,M,No
6,1.5,7,39,5.571429,0.857143,4,F,No
9,2.25,19,99,5.210526,0.473684,4,F,No
8,1.142857,13,122,9.384615,0.615385,7,M,No
7,0.5,22,370,16.818182,0.318182,14,M,No
10,0.714286,17,312,18.352941,0.588235,14,M,No
17,2.833333,67,296,4.41791,0.253731,6,M,No
9,3,10,33,3.3,0.9,3,F,No
18,6,50,3,0.06,0.36,3,M,No
11,3.666667,12,23,1.916667,0.916667,3,M,No
15,1.071429,32,727,22.71875,0.46875,14,M,No
15,1.875,26,170,6.538462,0.576923,8,M,No
14,14,41,1,0.02439,0.341463,1,M,No
16,0.695652,27,795,29.444444,0.592593,23,F,No
5,0.5,21,301,14.333333,0.238095,10,F,No
5,0.5,21,163,7.761905,0.238095,10,M,No
9,1.5,20,89,4.45,0.45,6,M,No
10,1,14,173,12.357143,0.714286,10,F,No
2,0.125,23,645,28.043478,0.086957,16,F,No
14,0.875,23,442,19.217391,0.608696,16,F,No
12,1.714286,20,218,10.9,0.6,7,M,No
14,1.555556,42,485,11.547619,0.333333,9,M,No
4,0.444444,7,89,12.714286,0.571429,9,M,No
12,1.333333,27,288,10.666667,0.444444,9,F,No
12,0.857143,22,274,12.454545,0.545455,14,M,No
4,?,26,56,2.153846,0.153846,?,M,No
25,1.470588,71,1612,22.704225,0.352113,17,M,No
10,0.588235,76,1621,21.328947,0.131579,17,F,No
13,1,25,461,18.44,0.52,13,F,No
6,0.428571,11,211,19.181818,0.545455,14,F,No
6,0.428571,13,316,24.307692,0.461538,14,M,No
6,0.428571,13,209,16.076923,0.461538,14,M,No
5,0.714286,21,148,7.047619,0.238095,7,M,No
5,0.333333,10,175,17.5,0.5,15,F,No
4,1,10,16,1.6,0.4,4,F,No
12,3,32,36,1.125,0.375,4,M,No
15,2.142857,41,217,5.292683,0.365854,7,M,No
4,0.571429,12,85,7.083333,0.333333,7,F,No
7,1,12,109,9.083333,0.583333,7,M,No
5,?,29,92,3.172414,0.172414,?,M,No
3,0.3,9,123,13.666667,0.333333,10,M,No
16,1.6,45,374,8.311111,0.355556,10,M,No
13,?,37,161,4.351351,0.351351,?,M,No
4,0.333333,14,191,13.642857,0.285714,12,M,No
11,1.571429,23,141,6.130435,0.478261,7,M,No
6,0.857143,9,81,9,0.666667,7,M,No
10,?,21,31,1.47619,0.47619,?,M,No
5,0.3125,19,303,15.947368,0.263158,16,F,No
12,?,42,54,1.285714,0.285714,?,M,No
9,?,24,9,0.375,0.375,?,F,No
8,?,43,137,3.186047,0.186047,?,M,No
15,?,26,145,5.576923,0.576923,?,M,No
10,?,29,68,2.344828,0.344828,?,M,No
4,?,36,148,4.111111,0.111111,?,F,No
2,?,13,54,4.153846,0.153846,?,M,No
10,?,20,10,0.5,0.5,?,M,No
1,?,3,7,2.333333,0.333333,?,M,No
10,?,23,102,4.434783,0.434783,?,M,No
6,?,15,6,0.4,0.4,?,M,No
10,?,30,40,1.333333,0.333333,?,M,No
7,?,37,81,2.189189,0.189189,?,M,No
5,?,24,29,1.208333,0.208333,?,M,No
7,?,10,27,2.7,0.7,?,F,No
8,?,13,21,1.615385,0.615385,?,M,No
12,1.2,29,503,17.344828,0.413793,10,M,No
1,0.052632,50,1487,29.74,0.02,19,M,No
9,1.285714,25,221,8.84,0.36,7,M,No
7,1.4,35,89,2.542857,0.2,5,M,No
8,1,38,454,11.947368,0.210526,8,F,No
8,1.6,36,41,1.138889,0.222222,5,M,No
15,0.882353,37,885,23.918919,0.405405,17,M,No
15,0.882353,37,915,24.72973,0.405405,17,M,No
10,0.769231,22,343,15.590909,0.454545,13,M,No
9,0.692308,22,332,15.090909,0.409091,13,M,No
6,0.666667,11,94,8.545455,0.545455,9,F,No
15,0.882353,35,815,23.285714,0.428571,17,F,No
22,3.142857,44,371,8.431818,0.5,7,M,No
22,3.142857,44,535,12.159091,0.5,7,M,No
21,3,45,328,7.288889,0.466667,7,F,No
7,0.777778,27,366,13.555556,0.259259,9,F,No
7,0.777778,27,408,15.111111,0.259259,9,M,No
6,0.6,33,402,12.181818,0.181818,10,M,No
7,1.166667,11,81,7.363636,0.636364,6,M,No
33,3.3,89,873,9.808989,0.370787,10,F,No
9,1.8,27,107,3.962963,0.333333,5,F,No
4,0.2,25,795,31.8,0.16,20,M,No
8,0.5,52,1101,21.173077,0.153846,16,M,No
13,3.25,42,77,1.833333,0.309524,4,F,No
18,1.8,37,361,9.756757,0.486486,10,M,No
2,0.5,7,28,4,0.285714,4,M,No
7,0.7,9,138,15.333333,0.777778,10,M,No
5,0.5,9,131,14.555556,0.555556,10,M,No
6,1.2,10,71,7.1,0.6,5,M,No
31,2.214286,54,1063,19.685185,0.574074,14,M,No
14,1.555556,54,507,9.388889,0.259259,9,M,No
17,3.4,27,145,5.37037,0.62963,5,M,No
14,2,15,133,8.866667,0.933333,7,F,No
11,1.375,17,90,5.294118,0.647059,8,M,No
6,2,6,15,2.5,1,3,F,No
8,?,16,40,2.5,0.5,?,M,No
9,?,33,108,3.272727,0.272727,?,M,No
7,1,25,214,8.56,0.28,7,M,No
8,0.727273,9,116,12.888889,0.888889,11,M,No
7,1.4,27,59,2.185185,0.259259,5,M,No
10,1.25,20,180,9,0.5,8,M,No
14,1.75,31,279,9,0.451613,8,F,No
10,1.111111,16,165,10.3125,0.625,9,M,No
9,1.5,35,315,9,0.257143,6,M,No
9,1.125,19,188,9.894737,0.473684,8,M,No
9,1.5,11,81,7.363636,0.818182,6,M,No
18,2.25,23,226,9.826087,0.782609,8,M,No
18,1.384615,62,532,8.580645,0.290323,13,M,No
18,1.384615,62,1019,16.435484,0.290323,13,M,No
6,0.545455,20,272,13.6,0.3,11,M,No
4,0.363636,20,240,12,0.2,11,M,No
5,0.5,103,1029,9.990291,0.048544,10,M,No
19,2.111111,40,537,13.425,0.475,9,M,No
8,1.333333,18,177,9.833333,0.444444,6,M,No
12,0.705882,53,1108,20.90566,0.226415,17,F,No
6,0.3,17,365,21.470588,0.352941,20,F,No
6,0.3,17,398,23.411765,0.352941,20,M,No
6,0.3,17,386,22.705882,0.352941,20,F,No
6,0.3,17,541,31.823529,0.352941,20,F,No
6,0.545455,12,162,13.5,0.5,11,M,No
14,?,23,129,5.608696,0.608696,?,M,No
8,1.142857,32,194,6.0625,0.25,7,F,No
6,0.857143,6,35,5.833333,1,7,M,No
23,2.3,86,844,9.813953,0.267442,10,F,No
6,0.666667,21,247,11.761905,0.285714,9,F,No
11,0.846154,26,313,12.038462,0.423077,13,F,No
5,0.625,47,290,6.170213,0.106383,8,M,No
5,?,28,33,1.178571,0.178571,?,M,No
7,2.333333,37,77,2.081081,0.189189,3,F,No
5,2.5,11,18,1.636364,0.454545,2,F,No
5,2.5,11,24,2.181818,0.454545,2,M,No
6,?,30,96,3.2,0.2,?,F,No
14,3.5,28,130,4.642857,0.5,4,F,No
6,0.857143,23,161,7,0.26087,7,M,No
10,1.25,96,932,9.708333,0.104167,8,M,No
9,?,32,137,4.28125,0.28125,?,F,No
11,1.375,35,305,8.714286,0.314286,8,F,No
2,0.5,15,109,7.266667,0.133333,4,F,No
6,?,22,28,1.272727,0.272727,?,M,No
6,1.2,15,44,2.933333,0.4,5,M,No
6,1.2,15,95,6.333333,0.4,5,M,No
14,1.166667,45,642,14.266667,0.311111,12,F,No
14,1.166667,45,709,15.755556,0.311111,12,F,No
12,1.090909,49,665,13.571429,0.244898,11,M,No
12,1.090909,48,613,12.770833,0.25,11,F,No
12,1.090909,49,550,11.22449,0.244898,11,M,No
9,4.5,29,45,1.551724,0.310345,2,F,No
8,8,38,1,0.026316,0.210526,1,F,No
5,1.25,7,46,6.571429,0.714286,4,M,No
7,1,19,213,11.210526,0.368421,7,M,No
5,0.238095,14,426,30.428571,0.357143,21,M,No
5,0.277778,26,562,21.615385,0.192308,18,M,No
3,0.428571,10,69,6.9,0.3,7,M,No
19,1.055556,39,962,24.666667,0.487179,18,F,No
22,2.444444,48,526,10.958333,0.458333,9,M,No
11,0.733333,19,277,14.578947,0.578947,15,M,No
8,0.888889,17,205,12.058824,0.470588,9,M,No
17,0.85,59,1350,22.881356,0.288136,20,F,No
7,2.333333,13,24,1.846154,0.538462,3,M,No
5,0.625,27,321,11.888889,0.185185,8,M,No
5,0.625,28,172,6.142857,0.178571,8,F,No
5,0.625,28,260,9.285714,0.178571,8,F,No
13,2.6,14,80,5.714286,0.928571,5,F,No
7,1.4,23,189,8.217391,0.304348,5,M,No
5,0.357143,22,339,15.409091,0.227273,14,M,No
13,?,23,59,2.565217,0.565217,?,M,No
17,1.7,30,292,9.733333,0.566667,10,M,No
3,0.375,9,104,11.555556,0.333333,8,F,No
7,0.875,9,102,11.333333,0.777778,8,M,No
9,1.125,9,111,12.333333,1,8,M,No
7,0.5,50,721,14.42,0.14,14,M,No
7,0.5,50,899,17.98,0.14,14,M,No
2,0.222222,11,127,11.545455,0.181818,9,M,No
5,1,7,23,3.285714,0.714286,5,M,No
10,1.111111,10,99,9.9,1,9,M,No
12,0.75,40,693,17.325,0.3,16,M,No
1,0.142857,11,90,8.181818,0.090909,7,M,No
2,1,4,10,2.5,0.5,2,M,No
9,4.5,17,10,0.588235,0.529412,2,M,No
4,0.5,13,116,8.923077,0.307692,8,F,No
6,1.2,39,153,3.923077,0.153846,5,M,No
6,1.2,39,200,5.128205,0.153846,5,F,No
5,0.625,32,164,5.125,0.15625,8,M,No
14,2.333333,19,104,5.473684,0.736842,6,F,No
18,3,31,166,5.354839,0.580645,6,F,No
12,2,13,73,5.615385,0.923077,6,M,No
12,2,12,100,8.333333,1,6,M,No
8,1.333333,12,74,6.166667,0.666667,6,M,No
13,1.3,18,285,15.833333,0.722222,10,M,No
15,1.5,18,254,14.111111,0.833333,10,M,No
9,1,15,235,15.666667,0.6,9,M,No
9,0.9,18,170,9.444444,0.5,10,M,No
18,9,45,24,0.533333,0.4,2,F,No
7,3.5,12,8,0.666667,0.583333,2,F,No
19,9.5,44,2,0.045455,0.431818,2,M,No
11,1.375,61,572,9.377049,0.180328,8,F,No
11,1.222222,11,114,10.363636,1,9,M,No
10,1.25,24,239,9.958333,0.416667,8,F,No
12,0.857143,23,395,17.173913,0.521739,14,M,No
8,?,9,17,1.888889,0.888889,?,M,No
5,0.714286,13,90,6.923077,0.384615,7,F,No
17,0.85,50,1400,28,0.34,20,M,No
17,0.85,50,1137,22.74,0.34,20,M,No
1,?,31,63,2.032258,0.032258,?,F,No
2,0.222222,19,220,11.578947,0.105263,9,F,No
11,0.611111,29,572,19.724138,0.37931,18,F,No
11,0.611111,30,568,18.933333,0.366667,18,F,No
8,?,16,88,5.5,0.5,?,M,No
5,?,30,65,2.166667,0.166667,?,F,No
3,?,33,36,1.090909,0.090909,?,F,No
8,1.6,20,77,3.85,0.4,5,M,No
8,1.6,20,105,5.25,0.4,5,M,No
2,?,37,2,0.054054,0.054054,?,F,No
3,0.428571,17,111,6.529412,0.176471,7,F,No
9,0.45,33,760,23.030303,0.272727,20,M,No
9,1,19,188,9.894737,0.473684,9,M,No
7,1.4,11,88,8,0.636364,5,M,No
14,?,39,53,1.358974,0.358974,?,M,No
7,0.636364,15,184,12.266667,0.466667,11,M,No
20,2.222222,29,308,10.62069,0.689655,9,M,No
2,0.666667,16,45,2.8125,0.125,3,M,No
15,1.071429,29,473,16.310345,0.517241,14,F,No
8,1.6,11,60,5.454545,0.727273,5,M,No
16,0.941176,36,626,17.388889,0.444444,17,M,No
4,?,13,4,0.307692,0.307692,?,F,No
15,?,41,15,0.365854,0.365854,?,M,No
5,?,40,85,2.125,0.125,?,M,No
9,0.428571,30,958,31.933333,0.3,21,M,No
10,0.47619,33,1006,30.484848,0.30303,21,M,No
10,0.47619,31,701,22.612903,0.322581,21,F,No
9,2.25,18,26,1.444444,0.5,4,M,No
7,0.5,16,268,16.75,0.4375,14,M,No
14,2.8,24,105,4.375,0.583333,5,F,No
10,0.769231,23,257,11.173913,0.434783,13,M,No
10,0.714286,15,292,19.466667,0.666667,14,M,No
7,1.166667,16,152,9.5,0.4375,6,M,No
12,2.4,29,74,2.551724,0.413793,5,M,No
3,0.5,13,81,6.230769,0.230769,6,M,No
5,0.227273,34,924,27.176471,0.147059,22,M,No
15,0.789474,90,2226,24.733333,0.166667,19,M,No
15,0.789474,90,2610,29,0.166667,19,M,No
5,0.454545,14,182,13,0.357143,11,M,No
5,0.454545,14,229,16.357143,0.357143,11,F,No
11,0.733333,30,589,19.633333,0.366667,15,F,No
14,0.933333,30,729,24.3,0.466667,15,F,No
3,0.2,30,479,15.966667,0.1,15,M,No
9,1,16,112,7,0.5625,9,M,No
6,6,11,1,0.090909,0.545455,1,F,No
6,6,11,1,0.090909,0.545455,1,F,No
8,?,39,125,3.205128,0.205128,?,M,No
8,?,29,8,0.275862,0.275862,?,M,No
2,0.117647,11,276,25.090909,0.181818,17,F,No
16,0.941176,22,366,16.636364,0.727273,17,M,No
12,0.705882,48,708,14.75,0.25,17,M,No
3,1,11,28,2.545455,0.272727,3,F,No
13,2.6,37,278,7.513514,0.351351,5,M,No
7,1.4,11,24,2.181818,0.636364,5,F,No
6,1.2,11,71,6.454545,0.545455,5,M,No
19,1.055556,53,1204,22.716981,0.358491,18,M,No
1,?,6,19,3.166667,0.166667,?,M,No
12,?,23,81,3.521739,0.521739,?,M,No
9,?,27,63,2.333333,0.333333,?,F,No
10,?,24,106,4.416667,0.416667,?,M,No
9,?,31,102,3.290323,0.290323,?,M,No
3,?,19,22,1.157895,0.157895,?,F,No
14,?,26,144,5.538462,0.538462,?,M,No
1,?,27,28,1.037037,0.037037,?,F,No
6,?,11,28,2.545455,0.545455,?,M,No
6,?,20,66,3.3,0.3,?,M,No
14,?,34,184,5.411765,0.411765,?,M,No
8,?,11,30,2.727273,0.727273,?,M,No
13,?,38,13,0.342105,0.342105,?,M,No
8,?,44,184,4.181818,0.181818,?,F,No
9,?,34,43,1.264706,0.264706,?,M,No
2,?,26,132,5.076923,0.076923,?,F,No
9,1.125,12,122,10.166667,0.75,8,M,No
20,0.689655,36,1246,34.611111,0.555556,29,M,No
1,0.043478,5,159,31.8,0.2,23,M,No
15,0.652174,36,869,24.138889,0.416667,23,M,No
4,?,17,72,4.235294,0.235294,?,F,No
6,0.352941,36,868,24.111111,0.166667,17,M,No
14,3.5,35,135,3.857143,0.4,4,M,No
10,0.454545,47,1100,23.404255,0.212766,22,M,No
15,3.75,37,235,6.351351,0.405405,4,M,No
4,1,13,36,2.769231,0.307692,4,M,No
16,4,33,218,6.606061,0.484848,4,M,No
15,2.142857,20,209,10.45,0.75,7,M,No
12,?,15,72,4.8,0.8,?,F,No
12,?,38,164,4.315789,0.315789,?,F,No
9,?,20,29,1.45,0.45,?,M,No
7,0.7,39,376,9.641026,0.179487,10,F,No
