@relation temp_weka

@attribute h numeric
@attribute h_y numeric
@attribute num_pub numeric
@attribute num_cit numeric
@attribute mean_cit_paper numeric
@attribute h_num_papers numeric
@attribute age numeric
@attribute gender {F,M}
@attribute Abilitato {No,Si}

@data
14,0.7,24,767,31.958333,0.583333,20,M,Si
21,1.166667,31,712,22.967742,0.677419,18,F,Si
5,0.357143,33,650,19.69697,0.151515,14,F,Si
5,0.357143,33,516,15.636364,0.151515,14,M,Si
5,0.357143,33,586,17.757576,0.151515,14,M,Si
4,0.666667,13,99,7.615385,0.307692,6,M,Si
7,0.7,49,529,10.795918,0.142857,10,M,Si
14,1.166667,42,645,15.357143,0.333333,12,M,Si
8,1.333333,9,64,7.111111,0.888889,6,M,Si
1,0.125,9,75,8.333333,0.111111,8,M,Si
12,2.4,25,170,6.8,0.48,5,F,Si
5,0.416667,13,197,15.153846,0.384615,12,M,Si
8,1.142857,13,112,8.615385,0.615385,7,F,Si
11,1,32,412,12.875,0.34375,11,M,Si
24,1.6,43,829,19.27907,0.55814,15,M,Si
7,0.875,12,105,8.75,0.583333,8,M,Si
13,1.625,26,216,8.307692,0.5,8,M,Si
2,0.2,13,189,14.538462,0.153846,10,M,Si
6,0.857143,55,321,5.836364,0.109091,7,F,Si
4,1,7,16,2.285714,0.571429,4,M,Si
1,0.25,10,34,3.4,0.1,4,M,Si
1,0.25,10,59,5.9,0.1,4,M,Si
6,0.75,9,64,7.111111,0.666667,8,F,Si
6,0.75,9,65,7.222222,0.666667,8,M,Si
11,1.1,33,396,12,0.333333,10,M,Si
7,0.875,15,189,12.6,0.466667,8,F,Si
5,1,8,25,3.125,0.625,5,M,Si
2,0.333333,15,73,4.866667,0.133333,6,M,Si
2,0.333333,15,138,9.2,0.133333,6,M,Si
6,0.4,15,204,13.6,0.4,15,M,Si
7,1.166667,15,91,6.066667,0.466667,6,F,Si
10,0.666667,26,652,25.076923,0.384615,15,M,Si
1,0.5,3,9,3,0.333333,2,M,Si
1,0.5,3,3,1,0.333333,2,F,Si
2,0.222222,8,80,10,0.25,9,F,Si
28,1.866667,74,932,12.594595,0.378378,15,F,Si
9,2.25,40,174,4.35,0.225,4,F,Si
8,2,17,29,1.705882,0.470588,4,F,Si
2,0.5,13,39,3,0.153846,4,M,Si
3,0.272727,17,182,10.705882,0.176471,11,F,Si
7,0.411765,15,275,18.333333,0.466667,17,M,Si
1,1,6,1,0.166667,0.166667,1,F,Si
7,0.875,16,180,11.25,0.4375,8,M,Si
1,0.5,4,6,1.5,0.25,2,M,Si
1,0.166667,4,30,7.5,0.25,6,M,Si
2,0.5,8,30,3.75,0.25,4,M,Si
2,0.5,8,38,4.75,0.25,4,M,Si
2,0.5,8,28,3.5,0.25,4,M,Si
1,1,1,1,1,1,1,M,Si
5,0.555556,14,97,6.928571,0.357143,9,F,Si
4,0.666667,16,85,5.3125,0.25,6,M,Si
2,0.5,7,21,3,0.285714,4,F,Si
5,0.833333,27,55,2.037037,0.185185,6,F,Si
12,1,24,348,14.5,0.5,12,M,Si
12,1,24,264,11,0.5,12,F,Si
1,0.083333,41,292,7.121951,0.02439,12,F,Si
4,0.571429,35,297,8.485714,0.114286,7,M,Si
7,1.166667,25,68,2.72,0.28,6,M,Si
4,0.666667,5,36,7.2,0.8,6,F,Si
1,0.2,8,54,6.75,0.125,5,F,Si
7,?,36,79,2.194444,0.194444,?,F,Si
1,?,13,14,1.076923,0.076923,?,M,Si
3,0.3,8,42,5.25,0.375,10,F,Si
1,0.1,8,77,9.625,0.125,10,M,Si
1,0.1,8,98,12.25,0.125,10,F,Si
1,0.2,13,96,7.384615,0.076923,5,M,Si
1,0.2,13,98,7.538462,0.076923,5,M,Si
1,0.2,13,77,5.923077,0.076923,5,M,Si
1,0.2,13,51,3.923077,0.076923,5,M,Si
1,0.125,9,94,10.444444,0.111111,8,M,Si
1,0.125,9,65,7.222222,0.111111,8,F,Si
3,0.214286,11,231,21,0.272727,14,F,Si
6,0.6,31,270,8.709677,0.193548,10,F,Si
1,?,29,?,?,?,8,?,Si
