settore13-D4	I+II	0,704	0,704	0,704
settore13-D4	I	0,667	0,710	0,688
settore13-D4	II	0,649	0,685	0,667
settore09-F2	I+II	0,823	0,818	0,820
settore09-F2	I	0,758	0,806	0,781
settore09-F2	II	0,832	0,814	0,823
settore09-F1	I+II	0,821	0,829	0,825
settore09-F1	I	0,707	0,744	0,725
settore09-F1	II	0,831	0,818	0,824
settore06-A1	I+II	0,729	0,777	0,752
settore06-A1	I	0,548	0,607	0,576
settore06-A1	II	0,741	0,860	0,796
settore12-B2	I+II	0,797	0,743	0,769
settore12-B2	I	0,944	0,810	0,872
settore12-B2	II	0,725	0,698	0,712
settore09-A2	I+II	0,641	0,651	0,646
settore09-A2	I	0,714	0,714	0,714
settore09-A2	II	0,646	0,738	0,689
settore07-H1	I+II	0,683	0,667	0,675
settore07-H1	I	0,818	0,643	0,720
settore07-H1	II	0,594	0,679	0,633
settore12-E2	I+II	0,757	0,794	0,775
settore12-E2	I	0,812	0,778	0,794
settore12-E2	II	0,713	0,759	0,735
settore08-A4	I+II	0,747	0,747	0,747
settore08-A4	I	0,778	0,840	0,808
settore08-A4	II	0,695	0,759	0,726
settore09-B2	I+II	0,357	0,313	0,333
settore09-B2	I	0,750	1,000	0,857
settore09-B2	II	0,500	0,400	0,444
settore05-E1	I+II	0,755	0,847	0,798
settore05-E1	I	0,711	0,771	0,740
settore05-E1	II	0,788	0,876	0,830
settore03-D2	I+II	0,721	0,738	0,729
settore03-D2	I	0,800	0,800	0,800
settore03-D2	II	0,629	0,688	0,657
