06/M1 I+II _ 2,3,53,60,70,97,107,120,160,173,175,186,189,197,199,220,223,238
06/M1 I _ 2,13,60,86,109,162,173,175,238
06/M1 II _ 3,41,60,98,107,160,171,173,175,211,222,268
06/M1 I+II 1,2,3,5 49,56,66,93,103,116,156,169,171,182,185,193,195,216,219,234
06/M1 I+II 1,2,3,5 9,56,82,105,145,169,171,234
06/M1 I+II 1,2,3,5 37,56,94,103,156,167,169,171,207,218,264
