settore06-A3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.845	0.833	0.839
settore06-A3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.821	0.815	0.818
settore05-E2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.694	0.854	0.766
settore05-E2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.642	0.769	0.700
settore05-E2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.715	0.866	0.783
settore05-I1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.872	0.921	0.896
settore05-I1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.879	0.901	0.890
settore05-I1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.862	0.911	0.886
settore09-G1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.627	0.711	0.667
settore09-G1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.778	0.700	0.737
settore09-G1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.622	0.657	0.639
settore02-B1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.560	0.468	0.509
settore02-B1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.528	0.543	0.535
settore02-B1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.558	0.481	0.516
settore08-A2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.842	0.881	0.861
settore08-A2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.837	0.911	0.872
settore08-A2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.827	0.811	0.819
settore04-A3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.766	0.835	0.799
settore04-A3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.783	0.818	0.800
settore04-A3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.688	0.818	0.747
settore01-A5	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.768	0.778	0.773
settore01-A5	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.652	0.625	0.638
settore01-A5	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.782	0.754	0.768
settore10-M1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.595	0.617	0.606
settore10-M1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.486	0.474	0.480
settore10-M1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.595	0.681	0.635
settore03-C2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.639	0.676	0.657
settore03-C2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.654	0.654	0.654
settore03-C2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.622	0.667	0.644
settore03-A2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.647	0.707	0.676
settore03-A2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.648	0.648	0.648
settore03-A2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.650	0.714	0.680
settore03-A1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.664	0.754	0.706
settore03-A1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.741	0.714	0.727
settore03-A1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.678	0.755	0.714
settore11-C5	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.741	0.850	0.792
settore11-C5	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.736	0.726	0.731
settore11-C5	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.723	0.886	0.796
settore11-C4	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.713	0.799	0.753
settore11-C4	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.826	0.792	0.809
settore11-C4	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.697	0.786	0.739
settore11-C3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.699	0.839	0.763
settore11-C3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.765	0.684	0.722
settore11-C3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.646	0.796	0.713
settore11-C1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.698	0.832	0.759
settore11-C1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.688	0.647	0.667
settore11-C1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.714	0.866	0.783
settore05-G1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.855	0.889	0.872
settore05-G1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.796	0.812	0.804
settore05-G1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.846	0.889	0.867
settore09-H1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.754	0.803	0.778
settore09-H1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.766	0.780	0.773
settore09-H1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.739	0.814	0.775
settore03-C1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.682	0.711	0.696
settore03-C1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.656	0.690	0.672
settore03-C1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.642	0.648	0.645
settore11-B1	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.611	0.675	0.642
settore11-B1	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.621	0.545	0.581
settore11-B1	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.559	0.642	0.598
settore11-A3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.712	0.835	0.769
settore11-A3	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.720	0.711	0.715
settore11-A3	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.706	0.837	0.766
settore13-B2	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.822	0.819	0.820
settore13-B2	I	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.802	0.862	0.831
settore13-B2	II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.796	0.818	0.807
settore13-B3	I+II	1,2,3,5,60,173,186,58,160,175,221,188,176,189,219,4,163,215,216	0.800	0.831	0.815
